id,question,option1,option2,option3,correct,explanation,difficulty,generated
121,"Quale di queste frasi usa correttamente il congiuntivo imperfetto?","Pensavo che venisse","Pensavo che venga","Pensavo che verrebbe",0,"Dopo 'pensavo che' si usa il congiuntivo imperfetto.",B2,Claude
122,"Come si traduce 'Se lo hubiera sabido' in italiano?","Se l'avrei saputo","Se lo sapessi","Se l'avessi saputo",2,"In italiano, nel periodo ipotetico dell'impossibilità si usa il congiuntivo trapassato.",B2,Claude
123,"Qual è il significato della parola 'magari'?","Mai","Forse","Sempre",1,"'Magari' può significare 'forse' o esprimere un desiderio.",B1,Claude
124,"Quale di queste è la forma corretta del passato remoto di 'fare'?","Facei","Feci","Fai",1,"Il passato remoto irregolare di 'fare' è 'feci'.",B2,Claude
125,"Come si dice 'jugar al fútbol' in italiano?","Giocare il calcio","Giocare a calcio","Giocare del calcio",1,"In italiano si dice 'giocare a' + sport.",B1,Claude
126,"Quale di questi è un esempio di futuro anteriore?","Avrò finito","Finirò","Ho finito",0,"Il futuro anteriore si forma con il futuro di avere/essere + participio passato.",B2,Claude
127,"Cosa significa l'espressione 'non c'è due senza tre'?","Le cose belle finiscono","Le cose brutte si ripetono","Le cose tendono a ripetersi",2,"Equivale a 'No hay dos sin tres' in spagnolo.",B2,Claude
128,"Quale di queste parole è un falso amico tra italiano e spagnolo?","Salire","Scendere","Esito",2,"'Esito' in italiano significa 'risultato', non 'éxito' (successo).",B1,Claude
129,"Come si forma il superlativo assoluto di 'buono'?","Buonissimo","Ottimo","Più buono",1,"Il superlativo assoluto irregolare di 'buono' è 'ottimo'.",B1,Claude
130,"Quale di queste frasi usa correttamente il 'si' passivante?","Si mangia bene qui","Si mangiamo bene qui","Si mangiano bene qui",0,"Il 'si' passivante si usa con il verbo alla terza persona singolare.",B2,Claude
131,"Come si dice 'tener razón' in italiano?","Avere ragione","Tenere ragione","Essere ragione",0,"In italiano si dice 'avere ragione'.",B1,Claude
132,"Quale di questi verbi richiede l'ausiliare 'essere' nel passato prossimo?","Mangiare","Dormire","Andare",2,"I verbi di movimento come 'andare' richiedono l'ausiliare 'essere'.",B1,Claude
133,"Cosa significa l'espressione 'fare il filo a qualcuno'?","Cucire","Corteggiare","Ingannare",1,"'Fare il filo a qualcuno' significa 'corteggiare'.",B2,Claude
134,"Quale di queste è la forma corretta dell'imperativo negativo alla seconda persona singolare?","Non parla!","Non parlare!","Non parli!",1,"L'imperativo negativo alla seconda persona singolare si forma con 'non' + infinito.",B1,Claude
135,"Come si traduce 'cualquiera' in italiano?","Qualsiasi","Qualcuno","Chiunque",2,"'Cualquiera' si traduce come 'chiunque' quando si riferisce a persone.",B2,Claude
136,"Quale di questi è un esempio di discorso indiretto?","Lui dice: 'Vengo domani'","Lui ha detto che sarebbe venuto l'indomani","Vieni domani!",1,"Nel discorso indiretto, i tempi verbali e gli avverbi di tempo cambiano.",B2,Claude
137,"Cosa significa l'espressione 'acqua in bocca'?","Bere acqua","Mantenere un segreto","Parlare molto",1,"'Acqua in bocca' significa mantenere un segreto, equivale a 'boca cerrada' in spagnolo.",B2,Claude
138,"Quale di queste parole è un esempio di nome alterato?","Gattino","Gatto","Felino",0,"'Gattino' è un diminutivo di 'gatto', quindi è un nome alterato.",B1,Claude
139,"Come si forma il condizionale presente di 'andare'?","Anderei","Andai","Andrò",0,"Il condizionale presente di 'andare' è 'andrei'.",B1,Claude
140,"Quale di queste frasi usa correttamente il pronome 'ci'?","Ci vado domani","Vado ci domani","Vado domani ci",0,"Il pronome 'ci' si posiziona prima del verbo nelle forme semplici.",B2,Claude
141,"Quale di queste frasi usa correttamente il 'ne' pronominale?","Ne ho comprato uno","Ho comprato ne uno","Ho ne comprato uno",0,"Il 'ne' pronominale si posiziona prima del verbo nelle forme semplici.",B2,Claude
142,"Come si traduce 'tener prisa' in italiano?","Avere fretta","Tenere fretta","Essere in fretta",0,"In italiano si dice 'avere fretta'.",B1,Claude
143,"Quale di questi è il plurale corretto di 'uovo'?","Uovi","Uova","Uove",1,"Il plurale di 'uovo' è irregolare: 'uova'.",B1,Claude
144,"Cosa significa l'espressione 'mettere i puntini sulle i'?","Essere precisi","Scrivere correttamente","Essere indecisi",0,"'Mettere i puntini sulle i' significa essere precisi e chiari.",B2,Claude
145,"Quale di queste frasi usa correttamente il gerundio con valore causale?","Essendo stanco, sono andato a letto presto","Sto essendo stanco","Sarò essendo stanco",0,"Il gerundio con valore causale esprime la ragione di un'azione.",B2,Claude
146,"Come si forma il comparativo di maggioranza?","Più + aggettivo + di/che","Aggettivo + er + di/che","Il più + aggettivo",0,"Il comparativo di maggioranza si forma con 'più + aggettivo + di/che'.",B1,Claude
147,"Quale di questi verbi è riflessivo?","Mangiare","Dormire","Lavarsi",2,"'Lavarsi' è un verbo riflessivo.",B1,Claude
148,"Cosa significa l'espressione 'avere un diavolo per capello'?","Essere molto arrabbiato","Avere i capelli arruffati","Essere fortunato",0,"'Avere un diavolo per capello' significa essere molto arrabbiato.",B2,Claude
149,"Quale di queste è la forma corretta del passato remoto di 'dire'?","Dicei","Dissi","Dici",1,"Il passato remoto irregolare di 'dire' è 'dissi'.",B2,Claude
150,"Come si traduce 'aunque' in italiano?","Anche se","Se","Però",0,"'Aunque' si traduce come 'anche se' in italiano.",B1,Claude
151,"Quale di questi è un esempio di forma impersonale?","Si dice che pioverà","Io dico che pioverà","Tu dici che pioverà",0,"La forma impersonale si costruisce con 'si' + verbo alla terza persona singolare.",B2,Claude
152,"Come si forma il superlativo relativo?","Il/la più + aggettivo","Aggettivo + issimo/a","Molto + aggettivo",0,"Il superlativo relativo si forma con 'il/la più + aggettivo'.",B1,Claude
153,"Quale di queste parole è un falso amico tra italiano e spagnolo?","Carta","Firma","Aceto",1,"'Firma' in italiano significa 'signatura', non 'firma' (azienda).",B1,Claude
154,"Cosa significa l'espressione 'fare orecchie da mercante'?","Ascoltare attentamente","Fingere di non sentire","Parlare ad alta voce",1,"'Fare orecchie da mercante' significa fingere di non sentire.",B2,Claude
155,"Quale di queste frasi usa correttamente il congiuntivo presente?","Spero che vieni","Spero che venga","Spero che verrai",1,"Dopo 'spero che' si usa il congiuntivo presente.",B1,Claude
156,"Come si dice 'echar de menos' in italiano?","Buttare fuori","Mancare","Perdere",1,"'Echar de menos' si traduce come 'mancare' in italiano.",B1,Claude
157,"Quale di questi è un esempio di futuro nel passato?","Disse che sarebbe venuto","Disse che verrà","Disse che veniva",0,"Il futuro nel passato si esprime con il condizionale passato in frasi subordinate.",B2,Claude
158,"Cosa significa l'espressione 'prendere due piccioni con una fava'?","Essere fortunati","Ottenere due risultati con una sola azione","Essere golosi",1,"Equivale a 'matar dos pájaros de un tiro' in spagnolo.",B2,Claude
159,"Quale di queste è la forma corretta dell'imperativo formale di 'dire'?","Di'","Dica","Dici",1,"L'imperativo formale di 'dire' alla terza persona singolare è 'dica'.",B2,Claude
160,"Come si traduce 'mientras' in italiano?","Mentre","Durante","Intanto",0,"'Mientras' si traduce come 'mentre' in italiano.",B1,Claude
1001,"Quale forma è corretta?","Mi piace di più","Mi piace più","Mi piace molto più",0,"La forma corretta è 'Mi piace di più'. In italiano, con il verbo 'piacere' si usa 'di più' per fare comparazioni.",A2,GPT4
1002,"Come si dice 'I am learning Italian' in italiano?","Sto imparando l'italiano","Imparo l'italiano","Sono imparando l'italiano",0,"La traduzione corretta di 'I am learning Italian' è 'Sto imparando l'italiano'.",A2,GPT4
1003,"Qual è la forma corretta del verbo 'essere' al passato remoto per 'noi'?","fummo","foste","fui",0,"La forma corretta è 'fummo'.",B1,GPT4
1004,"Quale tra queste parole non è un aggettivo?","Albero","Bello","Grande",0,"'Albero' è un sostantivo, non un aggettivo.",A2,GPT4
1005,"Qual è il sinonimo di 'felice'?","Triste","Contento","Arrabbiato",1,"'Contento' è un sinonimo di 'felice'.",A2,GPT4
1006,"Qual è il significato di 'andare' al futuro?","Andrò","Andavo","Andai",0,"La forma futura del verbo 'andare' è 'andrò'.",B1,GPT4
1007,"Quale frase è corretta?","Lui ha mangiato","Lui ha mangiò","Lui ha mangiare",0,"La forma corretta è 'Lui ha mangiato'.",B1,GPT4
1008,"Quale preposizione si usa con 'Italia'?","in","a","da",0,"Si usa 'in' con i nomi di nazioni: 'in Italia'.",A2,GPT4
1009,"Quale forma è corretta del congiuntivo presente del verbo 'avere' per 'noi'?","abbiamo","abbiamo","abbiamo",0,"La forma corretta è 'abbiamo'.",B2,GPT4
1010,"Qual è il significato di 'dovere' al condizionale presente?","dovrei","devo","dovevo",0,"La forma corretta è 'dovrei'.",B1,GPT4
1011,"Qual è il participio passato del verbo 'scrivere'?","scritto","scrivuto","scritto",0,"La forma corretta è 'scritto'.",B1,GPT4
1012,"Qual è la forma corretta del verbo 'essere' al congiuntivo imperfetto per 'loro'?","fossero","foste","fui",0,"La forma corretta è 'fossero'.",B2,GPT4
1013,"Qual è il sinonimo di 'affamato'?","Fame","Affamato","Affamato",0,"La forma corretta è 'affamato'.",A2,GPT4
1014,"Qual è il sinonimo di 'arrabbiato'?","Calmo","Irritato","Felice",1,"La forma corretta è 'irritato'.",A2,GPT4
1015,"Quale forma è corretta per il verbo 'fare' al futuro per 'io'?","farò","farò","farai",0,"La forma corretta è 'farò'.",B1,GPT4
1016,"Quale preposizione si usa con 'Parigi'?","a","in","da",0,"Si usa 'a' con i nomi di città: 'a Parigi'.",A2,GPT4
1017,"Quale frase è corretta?","Io studio l'italiano","Io studiare l'italiano","Io studia l'italiano",0,"La forma corretta è 'Io studio l'italiano'.",A2,GPT4
1018,"Quale forma è corretta del congiuntivo presente del verbo 'essere' per 'io'?","sia","sia","sia",0,"La forma corretta è 'sia'.",B2,GPT4
1019,"Qual è il sinonimo di 'triste'?","Allegro","Contento","Infelice",2,"La forma corretta è 'infelice'.",A2,GPT4
1020,"Qual è il significato di 'potere' al condizionale presente?","potrei","posso","potevo",0,"La forma corretta è 'potrei'.",B1,GPT4
1021,"Qual è il significato della parola 'oscurare'?","Rendere chiaro","Rendere scuro","Ignorare",1,"'Oscurare' significa 'rendere scuro'.",B2,GPT4
1022,"Quale forma è corretta per il futuro anteriore del verbo 'partire' per 'noi'?","saremo partiti","siamo partiti","partimmo",0,"La forma corretta è 'saremo partiti'.",B2,GPT4
1023,"Quale frase è corretta?","Se fossi stato","Se ero stato","Se sarei stato",0,"La forma corretta è 'Se fossi stato'.",B2,GPT4
1024,"Quale preposizione si usa con 'libro' in 'sto leggendo un libro'?","di","da","su",2,"Si usa 'su' per indicare l'argomento: 'sto leggendo un libro su...'.",B1,GPT4
1025,"Qual è il significato di 'frequentare'?","Evitare","Incontrare spesso","Partecipare",2,"'Frequentare' significa 'incontrare spesso'.",B2,GPT4
1026,"Qual è la forma corretta del verbo 'venire' al passato remoto per 'io'?","venni","venuto","venivo",0,"La forma corretta è 'venni'.",B2,GPT4
1027,"Qual è il participio passato del verbo 'leggere'?","leggiuto","letto","leggete",1,"La forma corretta è 'letto'.",B1,GPT4
1028,"Qual è il significato di 'fare' al condizionale presente?","farei","faccio","facevo",0,"La forma corretta è 'farei'.",B1,GPT4
1029,"Qual è la forma corretta del congiuntivo imperfetto del verbo 'essere' per 'tu'?","fossi","sarei","eri",0,"La forma corretta è 'fossi'.",B2,GPT4
1030,"Quale preposizione si usa con 'film' in 'sto guardando un film'?","di","a","su",2,"Si usa 'su' per indicare l'argomento: 'sto guardando un film su...'.",B1,GPT4
1031,"Qual è il significato di 'ingannare'?","Mentire","Sbagliare","Riconoscere",0,"'Ingannare' significa 'mentire' o 'frodare'.",B2,GPT4
1032,"Qual è la forma corretta del congiuntivo presente del verbo 'sapere' per 'voi'?","sappiate","sapete","sapete",0,"La forma corretta è 'sappiate'.",B2,GPT4
1033,"Qual è il participio passato del verbo 'aprire'?","aprito","aperto","apriuto",1,"La forma corretta è 'aperto'.",B1,GPT4
1034,"Qual è il significato di 'svelare'?","Nascondere","Rivelare","Confondere",1,"'Svelare' significa 'rivelare' o 'scoprire'.",B2,GPT4
1035,"Qual è la forma corretta del futuro anteriore del verbo 'vedere' per 'io'?","avrò visto","sarò visto","avevo visto",0,"La forma corretta è 'avrò visto'.",B2,GPT4
1036,"Quale frase è corretta?","Se avessi saputo","Se avevo saputo","Se sapevo",0,"La forma corretta è 'Se avessi saputo'.",B2,GPT4
1037,"Qual è il sinonimo di 'rapido'?","Veloce","Lento","Graduale",0,"'Veloce' è un sinonimo di 'rapido'.",A2,GPT4
1038,"Qual è il significato di 'affrontare'?","Evitare","Affrontare","Incontrare",1,"'Affrontare' significa 'fare fronte a' o 'trattare un problema'.",B2,GPT4
1039,"Quale preposizione si usa con 'matrimonio'?","a","di","con",1,"Si usa 'di' con il termine 'matrimonio': 'matrimonio di...'.",B1,GPT4
1040,"Qual è il significato di 'affermare'?","Negare","Afferrare","Dichiarare",2,"'Affermare' significa 'dichiarare' o 'sostenere'.",B2,GPT4
1041,"Qual è il participio passato del verbo 'rispondere'?","risposto","risponuto","risponsato",0,"La forma corretta è 'risposto'.",B1,GPT4
1042,"Qual è la forma corretta del congiuntivo presente del verbo 'andare' per 'noi'?","andiamo","andiate","andiamo",1,"La forma corretta è 'andiamo'.",B2,GPT4
1043,"Qual è il sinonimo di 'grande'?","Piccolo","Enorme","Minimo",1,"'Enorme' è un sinonimo di 'grande'.",A2,GPT4
1044,"Qual è il significato di 'raggiungere'?","Arrivare","Partire","Perdere",0,"'Raggiungere' significa 'arrivare a un luogo o obiettivo'.",B2,GPT4
1045,"Quale preposizione si usa con 'casa'?","in","a","da",2,"Si usa 'da' con il termine 'casa': 'da casa'.",B1,GPT4
1046,"Qual è la forma corretta del passato remoto del verbo 'mettere' per 'io'?","misi","messo","metti",0,"La forma corretta è 'misi'.",B2,GPT4
1047,"Qual è il participio passato del verbo 'prendere'?","preso","prenduto","preso",0,"La forma corretta è 'preso'.",B1,GPT4
1048,"Qual è il sinonimo di 'immediato'?","Ritardato","Diretto","Istanteo",2,"'Istanteo' è un sinonimo di 'immediato'.",A2,GPT4
1049,"Quale preposizione si usa con 'università'?","a","in","da",0,"Si usa 'a' con il termine 'università': 'a università'.",B1,GPT4
1050,"Qual è il significato di 'scoprire'?","Nascondere","Trovare","Perdere",1,"'Scoprire' significa 'trovare qualcosa di nuovo'.",B2,GPT4
